State,seat_number,pollster_rating_name,start_date,end_date,sample_size,population,partisan,cycle,election_date,stage,ranked_choice_reallocated,party,candidate_name,pct
IN,5,Tulchin Research,8/5/2020,8/10/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Christina Hale,50
IN,5,Tulchin Research,8/5/2020,8/10/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Victoria Spartz,44
NY,1,Tulchin Research,8/5/2020,8/10/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Nancy Goroff,48
NY,1,Tulchin Research,8/5/2020,8/10/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Lee M. Zeldin,46
PA,10,DFM Research,8/6/2020,8/9/2020,384,lv,D,2020,11/3/2020,general,FALSE,DEM,Eugene A. DePasquale,46
PA,10,DFM Research,8/6/2020,8/9/2020,384,lv,D,2020,11/3/2020,general,FALSE,REP,Scott Perry,44
TX,23,Public Opinion Strategies,8/6/2020,8/9/2020,400,rv,R,2020,11/3/2020,general,FALSE,DEM,Gina Ortiz Jones,41
TX,23,Public Opinion Strategies,8/6/2020,8/9/2020,400,rv,R,2020,11/3/2020,general,FALSE,REP,Tony Gonzales,40
OK,5,GQR Research (GQRR),8/5/2020,8/9/2020,500,lv,D,2020,11/3/2020,general,FALSE,DEM,Kendra Horn,51
OK,5,GQR Research (GQRR),8/5/2020,8/9/2020,500,lv,D,2020,11/3/2020,general,FALSE,REP,Stephanie Bice,46
ME,1,Critical Insights,7/28/2020,8/9/2020,250,rv,,2020,11/3/2020,general,FALSE,DEM,Chellie M. Pingree,48
ME,1,Critical Insights,7/28/2020,8/9/2020,250,rv,,2020,11/3/2020,general,FALSE,REP,Jay T. Allen,21
ME,2,Critical Insights,7/28/2020,8/9/2020,249,rv,,2020,11/3/2020,general,FALSE,DEM,Jared Forrest Golden,42
ME,2,Critical Insights,7/28/2020,8/9/2020,249,rv,,2020,11/3/2020,general,FALSE,REP,Dale John Crafts,33
ME,1,Critical Insights,7/28/2020,8/9/2020,234,lv,,2020,11/3/2020,general,FALSE,DEM,Chellie M. Pingree,50
ME,1,Critical Insights,7/28/2020,8/9/2020,234,lv,,2020,11/3/2020,general,FALSE,REP,Jay T. Allen,22
ME,2,Critical Insights,7/28/2020,8/9/2020,218,lv,,2020,11/3/2020,general,FALSE,DEM,Jared Forrest Golden,46
ME,2,Critical Insights,7/28/2020,8/9/2020,218,lv,,2020,11/3/2020,general,FALSE,REP,Dale John Crafts,36
MN,1,RMG Research,7/31/2020,8/7/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Dan Feehan,38
MN,1,RMG Research,7/31/2020,8/7/2020,500,rv,,2020,11/3/2020,general,FALSE,REP,Jim Hagedorn,41
IL,13,RMG Research,7/27/2020,8/7/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Betsy Dirksen Londrigan,43
IL,13,RMG Research,7/27/2020,8/7/2020,500,rv,,2020,11/3/2020,general,FALSE,REP,Rodney Davis,41
NC,11,DCCC Targeting and Analytics Department,8/5/2020,8/6/2020,500,lv,D,2020,11/3/2020,general,FALSE,DEM,Morris Durham Davis,41
NC,11,DCCC Targeting and Analytics Department,8/5/2020,8/6/2020,500,lv,D,2020,11/3/2020,general,FALSE,REP,David Madison Cawthorn,46
NJ,2,GQR Research (GQRR),8/4/2020,8/6/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Amy Kennedy,51
NJ,2,GQR Research (GQRR),8/4/2020,8/6/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Jeff Van Drew,46
IN,5,WPA Intelligence (WPAi),8/4/2020,8/6/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Christina Hale,40
IN,5,WPA Intelligence (WPAi),8/4/2020,8/6/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,Victoria Spartz,47
IN,5,WPA Intelligence (WPAi),8/4/2020,8/6/2020,400,lv,R,2020,11/3/2020,general,FALSE,LIB,Kenneth Tucker,5
CO,3,GQR Research (GQRR),8/3/2020,8/6/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Diane Mitsch Bush,43
CO,3,GQR Research (GQRR),8/3/2020,8/6/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Lauren Boebert,42
CO,3,GQR Research (GQRR),8/3/2020,8/6/2020,400,lv,D,2020,11/3/2020,general,FALSE,NON,Robert Duane Moser,5
CO,3,GQR Research (GQRR),8/3/2020,8/6/2020,400,lv,D,2020,11/3/2020,general,FALSE,LIB,John Ryan Keil,4
CO,3,GQR Research (GQRR),8/3/2020,8/6/2020,400,lv,D,2020,11/3/2020,general,FALSE,UNI,Christopher Hawkins Milton,1
MI,6,RMG Research,7/30/2020,8/6/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Jon Hoadley,40
MI,6,RMG Research,7/30/2020,8/6/2020,500,rv,,2020,11/3/2020,general,FALSE,REP,Fred Upton,36
NY,1,Global Strategy Group,8/3/2020,8/5/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Nancy Goroff,42
NY,1,Global Strategy Group,8/3/2020,8/5/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Lee M. Zeldin,47
MN,7,Tarrance Group,8/2/2020,8/5/2020,413,lv,R,2020,11/3/2020,general,FALSE,DEM,Collin Peterson,42
MN,7,Tarrance Group,8/2/2020,8/5/2020,413,lv,R,2020,11/3/2020,general,FALSE,REP,Michelle Fischbach,52
NJ,2,Global Strategy Group,8/1/2020,8/5/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Amy Kennedy,46
NJ,2,Global Strategy Group,8/1/2020,8/5/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Jeff Van Drew,45
CA,8,Global Strategy Group,8/1/2020,8/5/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Christine Bubser,38
CA,8,Global Strategy Group,8/1/2020,8/5/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Jay Obernolte,48
NJ,2,RMG Research,7/30/2020,8/5/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Amy Kennedy,39
NJ,2,RMG Research,7/30/2020,8/5/2020,500,rv,,2020,11/3/2020,general,FALSE,REP,Jeff Van Drew,42
TX,3,Public Opinion Strategies,8/1/2020,8/4/2020,500,lv,R,2020,11/3/2020,general,FALSE,DEM,Helane Seikaly,35
TX,3,Public Opinion Strategies,8/1/2020,8/4/2020,500,lv,R,2020,11/3/2020,general,FALSE,REP,Van Taylor,48
TX,3,Public Opinion Strategies,8/1/2020,8/4/2020,500,lv,R,2020,11/3/2020,general,FALSE,LIB,Christopher Claytor,8
VA,5,Global Strategy Group,7/30/2020,8/4/2020,500,lv,D,2020,11/3/2020,general,FALSE,DEM,Bryant Cameron Webb,42
VA,5,Global Strategy Group,7/30/2020,8/4/2020,500,lv,D,2020,11/3/2020,general,FALSE,REP,"Robert G. ""Bob"" Good",44
NY,24,RMG Research,7/29/2020,8/4/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Dana Balter,37
NY,24,RMG Research,7/29/2020,8/4/2020,500,rv,,2020,11/3/2020,general,FALSE,REP,John Katko,40
WA,3,RMG Research,7/29/2020,8/4/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Carolyn Long,40
WA,3,RMG Research,7/29/2020,8/4/2020,500,rv,,2020,11/3/2020,general,FALSE,REP,Jaime Herrera Beutler,44
VA,5,Global Strategy Group,7/29/2020,8/3/2020,500,lv,D,2020,11/3/2020,general,FALSE,DEM,Bryant Cameron Webb,42
VA,5,Global Strategy Group,7/29/2020,8/3/2020,500,lv,D,2020,11/3/2020,general,FALSE,REP,"Robert G. ""Bob"" Good",48
TX,10,RMG Research,7/28/2020,8/3/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Mike Siegel,39
TX,10,RMG Research,7/28/2020,8/3/2020,500,rv,,2020,11/3/2020,general,FALSE,REP,Michael McCaul,46
PR,1,Jorge Benítez,7/28/2020,8/3/2020,983,rv,,2020,11/3/2020,general,FALSE,NPP,Jenniffer González,40
PR,1,Jorge Benítez,7/28/2020,8/3/2020,983,rv,,2020,11/3/2020,general,FALSE,PPD,Aníbal Acevedo-Vilá,34
PR,1,Jorge Benítez,7/28/2020,8/3/2020,983,rv,,2020,11/3/2020,general,FALSE,PRI,Luis Roberto Piñero,6
PR,1,Jorge Benítez,7/28/2020,8/3/2020,983,rv,,2020,11/3/2020,general,FALSE,IND,Zayira Jordán Conde,8
PR,1,Jorge Benítez,7/28/2020,8/3/2020,983,rv,,2020,11/3/2020,general,FALSE,IND,Ada Norah Henríquez,3
IA,1,Monmouth University,7/25/2020,8/3/2020,391,rv,,2020,11/3/2020,general,FALSE,DEM,Abby Finkenauer,51
IA,1,Monmouth University,7/25/2020,8/3/2020,391,rv,,2020,11/3/2020,general,FALSE,REP,Ashley Hinson,41
IA,1,Monmouth University,7/25/2020,8/3/2020,391,lv,,2020,11/3/2020,general,FALSE,DEM,Abby Finkenauer,52
IA,1,Monmouth University,7/25/2020,8/3/2020,391,lv,,2020,11/3/2020,general,FALSE,REP,Ashley Hinson,41
IA,1,Monmouth University,7/25/2020,8/3/2020,391,lv,,2020,11/3/2020,general,FALSE,DEM,Abby Finkenauer,52
IA,1,Monmouth University,7/25/2020,8/3/2020,391,lv,,2020,11/3/2020,general,FALSE,REP,Ashley Hinson,40
IA,2,Monmouth University,7/25/2020,8/3/2020,374,rv,,2020,11/3/2020,general,FALSE,DEM,Rita R. Hart,44
IA,2,Monmouth University,7/25/2020,8/3/2020,374,rv,,2020,11/3/2020,general,FALSE,REP,Mariannette Miller-Meeks,47
IA,2,Monmouth University,7/25/2020,8/3/2020,374,lv,,2020,11/3/2020,general,FALSE,DEM,Rita R. Hart,44
IA,2,Monmouth University,7/25/2020,8/3/2020,374,lv,,2020,11/3/2020,general,FALSE,REP,Mariannette Miller-Meeks,48
IA,2,Monmouth University,7/25/2020,8/3/2020,374,lv,,2020,11/3/2020,general,FALSE,DEM,Rita R. Hart,45
IA,2,Monmouth University,7/25/2020,8/3/2020,374,lv,,2020,11/3/2020,general,FALSE,REP,Mariannette Miller-Meeks,48
IA,3,Monmouth University,7/25/2020,8/3/2020,507,rv,,2020,11/3/2020,general,FALSE,DEM,Cindy Axne,48
IA,3,Monmouth University,7/25/2020,8/3/2020,507,rv,,2020,11/3/2020,general,FALSE,REP,David Young,42
IA,3,Monmouth University,7/25/2020,8/3/2020,507,rv,,2020,11/3/2020,general,FALSE,LIB,Bryan Jack Holder,2
IA,3,Monmouth University,7/25/2020,8/3/2020,507,lv,,2020,11/3/2020,general,FALSE,DEM,Cindy Axne,50
IA,3,Monmouth University,7/25/2020,8/3/2020,507,lv,,2020,11/3/2020,general,FALSE,REP,David Young,42
IA,3,Monmouth University,7/25/2020,8/3/2020,507,lv,,2020,11/3/2020,general,FALSE,DEM,Cindy Axne,52
IA,3,Monmouth University,7/25/2020,8/3/2020,507,lv,,2020,11/3/2020,general,FALSE,REP,David Young,41
IA,4,Monmouth University,7/25/2020,8/3/2020,393,rv,,2020,11/3/2020,general,FALSE,DEM,J.D. Scholten,34
IA,4,Monmouth University,7/25/2020,8/3/2020,393,rv,,2020,11/3/2020,general,FALSE,REP,Randy Feenstra,54
IA,4,Monmouth University,7/25/2020,8/3/2020,393,lv,,2020,11/3/2020,general,FALSE,DEM,J.D. Scholten,34
IA,4,Monmouth University,7/25/2020,8/3/2020,393,lv,,2020,11/3/2020,general,FALSE,REP,Randy Feenstra,55
IA,4,Monmouth University,7/25/2020,8/3/2020,393,lv,,2020,11/3/2020,general,FALSE,DEM,J.D. Scholten,33
IA,4,Monmouth University,7/25/2020,8/3/2020,393,lv,,2020,11/3/2020,general,FALSE,REP,Randy Feenstra,56
NY,3,Douma Research,8/1/2020,8/2/2020,550,lv,R,2020,11/3/2020,general,FALSE,DEM,Thomas Suozzi,50
NY,3,Douma Research,8/1/2020,8/2/2020,550,lv,R,2020,11/3/2020,general,FALSE,REP,George A.D. Santos,39
TX,24,Victoria Research & Consulting,7/31/2020,8/2/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Candace Valenzuela,48
TX,24,Victoria Research & Consulting,7/31/2020,8/2/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Beth Van Duyne,41
TX,22,GBAO,7/29/2020,8/2/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Sri Kulkarni,46
TX,22,GBAO,7/29/2020,8/2/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Troy E. Nehls,46
CA,53,RMG Research,7/27/2020,8/2/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Sara Jacobs,32
CA,53,RMG Research,7/27/2020,8/2/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Georgette Gómez,17
TX,24,RMG Research,7/27/2020,8/2/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Candace Valenzuela,36
TX,24,RMG Research,7/27/2020,8/2/2020,500,rv,,2020,11/3/2020,general,FALSE,REP,Beth Van Duyne,36
TX,22,RMG Research,7/27/2020,8/2/2020,500,rv,,2020,11/3/2020,general,FALSE,DEM,Sri Kulkarni,39
TX,22,RMG Research,7/27/2020,8/2/2020,500,rv,,2020,11/3/2020,general,FALSE,REP,Troy E. Nehls,39
AZ,6,DCCC Targeting and Analytics Department,7/29/2020,8/1/2020,586,lv,D,2020,11/3/2020,general,FALSE,DEM,Hiral Tipirneni,43
AZ,6,DCCC Targeting and Analytics Department,7/29/2020,8/1/2020,586,lv,D,2020,11/3/2020,general,FALSE,REP,David Schweikert,46
UT,4,RMG Research,7/27/2020,8/1/2020,800,rv,,2020,11/3/2020,general,FALSE,DEM,Ben McAdams,35
UT,4,RMG Research,7/27/2020,8/1/2020,800,rv,,2020,11/3/2020,general,FALSE,REP,Burgess Owens,35
UT,4,RMG Research,7/27/2020,8/1/2020,800,rv,,2020,11/3/2020,general,FALSE,LIB,John Molnar,4
UT,4,RMG Research,7/27/2020,8/1/2020,800,rv,,2020,11/3/2020,general,FALSE,UNI,Jonia Marie Broderick,2
KS,2,DCCC Targeting and Analytics Department,7/29/2020,7/30/2020,488,lv,D,2020,11/3/2020,general,FALSE,DEM,Michelle De La Isla,41
KS,2,DCCC Targeting and Analytics Department,7/29/2020,7/30/2020,488,lv,D,2020,11/3/2020,general,FALSE,REP,Jake LaTurner,45
CA,39,Public Opinion Strategies,7/27/2020,7/30/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Gilbert Cisneros,47
CA,39,Public Opinion Strategies,7/27/2020,7/30/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,Young Kim,45
NC,8,brilliant corners Research & Strategies,7/23/2020,7/30/2020,800,lv,D,2020,11/3/2020,general,FALSE,DEM,Patricia Timmons-Goodson,41
NC,8,brilliant corners Research & Strategies,7/23/2020,7/30/2020,800,lv,D,2020,11/3/2020,general,FALSE,REP,Richard Hudson,43
PA,17,OnMessage Inc.,7/27/2020,7/29/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Conor Lamb,50
PA,17,OnMessage Inc.,7/27/2020,7/29/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,Richard Sean Parnell,41
NE,2,Global Strategy Group,7/27/2020,7/29/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Kara Eastman,42
NE,2,Global Strategy Group,7/27/2020,7/29/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Don Bacon,47
NE,2,Global Strategy Group,7/27/2020,7/29/2020,400,lv,D,2020,11/3/2020,general,FALSE,LIB,Tyler Schaeffer,4
IA,2,Harper Polling,7/26/2020,7/28/2020,406,lv,R,2020,11/3/2020,general,FALSE,DEM,Rita R. Hart,41
IA,2,Harper Polling,7/26/2020,7/28/2020,406,lv,R,2020,11/3/2020,general,FALSE,REP,Mariannette Miller-Meeks,41
GA,6,"North Star Opinion Research/Ayres, McHenry & Associates",7/26/2020,7/28/2020,400,rv,R,2020,11/3/2020,general,FALSE,DEM,Lucy McBath,48
GA,6,"North Star Opinion Research/Ayres, McHenry & Associates",7/26/2020,7/28/2020,400,rv,R,2020,11/3/2020,general,FALSE,REP,Karen Handel,46
CA,25,American Viewpoint,7/26/2020,7/28/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Christy Smith,41
CA,25,American Viewpoint,7/26/2020,7/28/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,Mike Garcia,48
NY,23,Global Strategy Group,7/23/2020,7/26/2020,502,lv,D,2020,11/3/2020,general,FALSE,DEM,Tracy Mitrano,38
NY,23,Global Strategy Group,7/23/2020,7/26/2020,502,lv,D,2020,11/3/2020,general,FALSE,REP,Thomas Reed,50
CA,50,Strategies 360,7/22/2020,7/26/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Ammar Campa-Najjar,43
CA,50,Strategies 360,7/22/2020,7/26/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Darrell Issa,47
CA,4,Lake Research Partners,7/22/2020,7/25/2020,650,lv,D,2020,11/3/2020,general,FALSE,DEM,Brynne S. Kennedy,42
CA,4,Lake Research Partners,7/22/2020,7/25/2020,650,lv,D,2020,11/3/2020,general,FALSE,REP,Tom McClintock,45
ME,2,Colby College,7/18/2020,7/24/2020,447,lv,,2020,11/3/2020,general,FALSE,DEM,Jared Forrest Golden,45
ME,2,Colby College,7/18/2020,7/24/2020,447,lv,,2020,11/3/2020,general,FALSE,REP,Dale John Crafts,33
MN,1,Victoria Research & Consulting,7/19/2020,7/23/2020,511,lv,D,2020,11/3/2020,general,FALSE,DEM,Dan Feehan,48
MN,1,Victoria Research & Consulting,7/19/2020,7/23/2020,511,lv,D,2020,11/3/2020,general,FALSE,REP,Jim Hagedorn,46
TX,25,DCCC Targeting and Analytics Department,7/21/2020,7/22/2020,389,lv,D,2020,11/3/2020,general,FALSE,DEM,Julie Oliver,43
TX,25,DCCC Targeting and Analytics Department,7/21/2020,7/22/2020,389,lv,D,2020,11/3/2020,general,FALSE,REP,Roger Williams,45
TX,22,Meeting Street Insights,7/19/2020,7/22/2020,400,rv,R,2020,11/3/2020,general,FALSE,DEM,Sri Kulkarni,32
TX,22,Meeting Street Insights,7/19/2020,7/22/2020,400,rv,R,2020,11/3/2020,general,FALSE,REP,Troy E. Nehls,44
TX,22,Meeting Street Insights,7/19/2020,7/22/2020,400,rv,R,2020,11/3/2020,general,FALSE,LIB,Joseph Leblanc,5
PA,8,Cygnal,7/18/2020,7/21/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Matt Cartwright,50
PA,8,Cygnal,7/18/2020,7/21/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,Jim Bognet,41
TX,3,Global Strategy Group,7/17/2020,7/20/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Helane Seikaly,37
TX,3,Global Strategy Group,7/17/2020,7/20/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Van Taylor,43
TX,3,Global Strategy Group,7/17/2020,7/20/2020,400,lv,D,2020,11/3/2020,general,FALSE,LIB,Christopher Claytor,5
FL,26,Meeting Street Insights,7/14/2020,7/18/2020,400,rv,R,2020,11/3/2020,general,FALSE,DEM,Debbie Mucarsel-Powell,42
FL,26,Meeting Street Insights,7/14/2020,7/18/2020,400,rv,R,2020,11/3/2020,general,FALSE,REP,Carlos A. Gimenez,47
KS,2,Battleground Connect,7/16/2020,7/17/2020,1250,lv,R,2020,11/3/2020,general,FALSE,DEM,Michelle De La Isla,41.4
KS,2,Battleground Connect,7/16/2020,7/17/2020,1250,lv,R,2020,11/3/2020,general,FALSE,REP,Jake LaTurner,42.4
TX,21,Garin-Hart-Yang Research Group,7/14/2020,7/17/2020,550,lv,D,2020,11/3/2020,general,FALSE,DEM,Wendy R. Davis,45
TX,21,Garin-Hart-Yang Research Group,7/14/2020,7/17/2020,550,lv,D,2020,11/3/2020,general,FALSE,REP,Chip Roy,46
MI,6,Gravis Marketing/Kaplan Strategies,7/16/2020,7/16/2020,604,lv,D,2020,11/3/2020,general,FALSE,DEM,Jen Richardson,56
MI,6,Gravis Marketing/Kaplan Strategies,7/16/2020,7/16/2020,604,lv,D,2020,11/3/2020,general,FALSE,REP,Fred Upton,36
VA,2,Tarrance Group,7/14/2020,7/16/2020,402,lv,R,2020,11/3/2020,general,FALSE,DEM,Elaine G. Luria,48
VA,2,Tarrance Group,7/14/2020,7/16/2020,402,lv,R,2020,11/3/2020,general,FALSE,REP,Scott W. Taylor,48
NY,1,Public Policy Polling,7/14/2020,7/15/2020,1100,v,D,2020,11/3/2020,general,FALSE,DEM,Nancy Goroff,40
NY,1,Public Policy Polling,7/14/2020,7/15/2020,1100,v,D,2020,11/3/2020,general,FALSE,REP,Lee M. Zeldin,47
PA,1,American Viewpoint,7/13/2020,7/15/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Christina M. Finello,35
PA,1,American Viewpoint,7/13/2020,7/15/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,Brian Fitzpatrick,50
PA,1,American Viewpoint,7/13/2020,7/15/2020,400,lv,R,2020,11/3/2020,general,FALSE,LIB,Steve Scheetz,5
NJ,3,Basswood Research,7/13/2020,7/15/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Andy Kim,45
NJ,3,Basswood Research,7/13/2020,7/15/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,David Richter,42
OH,1,Lake Research Partners,7/13/2020,7/15/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Kate Schroder,47
OH,1,Lake Research Partners,7/13/2020,7/15/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Steve Chabot,46
PA,1,Public Opinion Strategies,7/11/2020,7/14/2020,400,rv,R,2020,11/3/2020,general,FALSE,DEM,Christina M. Finello,39
PA,1,Public Opinion Strategies,7/11/2020,7/14/2020,400,rv,R,2020,11/3/2020,general,FALSE,REP,Brian Fitzpatrick,53
KY,6,Bluegrass Data,7/13/2020,7/13/2020,700,lv,,2020,11/3/2020,general,FALSE,DEM,Joshua D. Hicks,50
KY,6,Bluegrass Data,7/13/2020,7/13/2020,700,lv,,2020,11/3/2020,general,FALSE,REP,Andy Barr,48
KY,6,Bluegrass Data,7/13/2020,7/13/2020,700,lv,,2020,11/3/2020,general,FALSE,LIB,Frank Harris,2
MT,1,Civiqs,7/11/2020,7/13/2020,873,rv,,2020,11/3/2020,general,FALSE,DEM,Kathleen Williams,47
MT,1,Civiqs,7/11/2020,7/13/2020,873,rv,,2020,11/3/2020,general,FALSE,REP,Matt Rosendale,49
NC,11,Hamilton Campaigns,7/9/2020,7/12/2020,402,lv,D,2020,11/3/2020,general,FALSE,DEM,Morris Durham Davis,40
NC,11,Hamilton Campaigns,7/9/2020,7/12/2020,402,lv,D,2020,11/3/2020,general,FALSE,REP,David Madison Cawthorn,42
FL,16,Global Strategy Group,7/7/2020,7/12/2020,500,lv,D,2020,11/3/2020,general,FALSE,DEM,Margaret Good,41
FL,16,Global Strategy Group,7/7/2020,7/12/2020,500,lv,D,2020,11/3/2020,general,FALSE,REP,Vern Buchanan,47
UT,4,Moore Information,7/8/2020,7/11/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Ben McAdams,34
UT,4,Moore Information,7/8/2020,7/11/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,Burgess Owens,43
UT,4,Moore Information,7/8/2020,7/11/2020,400,lv,R,2020,11/3/2020,general,FALSE,LIB,John Molnar,5
UT,4,Moore Information,7/8/2020,7/11/2020,400,lv,R,2020,11/3/2020,general,FALSE,UNI,Jonia Marie Broderick,0
MI,2,Denno Research,7/8/2020,7/11/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Bryan Berghoef,31.5
MI,2,Denno Research,7/8/2020,7/11/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Bill Huizenga,48.5
MT,1,Public Policy Polling,7/9/2020,7/10/2020,1224,v,,2020,11/3/2020,general,FALSE,DEM,Kathleen Williams,44
MT,1,Public Policy Polling,7/9/2020,7/10/2020,1224,v,,2020,11/3/2020,general,FALSE,REP,Matt Rosendale,44
NM,2,Tarrance Group,7/7/2020,7/9/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Xochitl Torres Small,46
NM,2,Tarrance Group,7/7/2020,7/9/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,Yvette Herrell,46
IA,3,Tarrance Group,7/7/2020,7/9/2020,400,lv,R,2020,11/3/2020,general,FALSE,DEM,Cindy Axne,43
IA,3,Tarrance Group,7/7/2020,7/9/2020,400,lv,R,2020,11/3/2020,general,FALSE,REP,David Young,44
IA,3,Tarrance Group,7/7/2020,7/9/2020,400,lv,R,2020,11/3/2020,general,FALSE,LIB,Bryan Jack Holder,6
AK,1,Public Policy Polling,7/7/2020,7/8/2020,1081,v,,2020,11/3/2020,general,FALSE,DEM,Alyse S. Galvin,43
AK,1,Public Policy Polling,7/7/2020,7/8/2020,1081,v,,2020,11/3/2020,general,FALSE,REP,Don Young,41
WI,1,Public Policy Polling,7/7/2020,7/8/2020,1007,v,D,2020,11/3/2020,general,FALSE,DEM,Roger Polack,39
WI,1,Public Policy Polling,7/7/2020,7/8/2020,1007,v,D,2020,11/3/2020,general,FALSE,REP,Bryan Steil,49
MN,2,Harper Polling,7/6/2020,7/8/2020,401,lv,R,2020,11/3/2020,general,FALSE,DEM,Angie Craig,45
MN,2,Harper Polling,7/6/2020,7/8/2020,401,lv,R,2020,11/3/2020,general,FALSE,REP,Tyler Kistner,36
MN,2,Harper Polling,7/6/2020,7/8/2020,401,lv,R,2020,11/3/2020,general,FALSE,OTH,Adam Charles Weeks,6
NE,2,GQR Research (GQRR),6/30/2020,7/5/2020,502,lv,D,2020,11/3/2020,general,FALSE,DEM,Kara Eastman,50
NE,2,GQR Research (GQRR),6/30/2020,7/5/2020,502,lv,D,2020,11/3/2020,general,FALSE,REP,Don Bacon,49
NJ,2,DCCC Targeting and Analytics Department,6/30/2020,7/3/2020,404,lv,D,2020,11/3/2020,general,FALSE,DEM,Amy Kennedy,44
NJ,2,DCCC Targeting and Analytics Department,6/30/2020,7/3/2020,404,lv,D,2020,11/3/2020,general,FALSE,REP,Jeff Van Drew,47
OH,1,GQR Research (GQRR),6/29/2020,7/2/2020,605,lv,D,2020,11/3/2020,general,FALSE,DEM,Kate Schroder,46
OH,1,GQR Research (GQRR),6/29/2020,7/2/2020,605,lv,D,2020,11/3/2020,general,FALSE,REP,Steve Chabot,48
CA,22,Strategies 360,6/23/2020,6/29/2020,400,lv,D,2020,11/3/2020,general,FALSE,DEM,Phil Arballo,42
CA,22,Strategies 360,6/23/2020,6/29/2020,400,lv,D,2020,11/3/2020,general,FALSE,REP,Devin Nunes,51
IN,5,GBAO,6/25/2020,6/28/2020,500,lv,D,2020,11/3/2020,general,FALSE,DEM,Christina Hale,51
IN,5,GBAO,6/25/2020,6/28/2020,500,lv,D,2020,11/3/2020,general,FALSE,REP,Victoria Spartz,45
TX,6,DCCC Targeting and Analytics Department,6/24/2020,6/28/2020,376,lv,D,2020,11/3/2020,general,FALSE,DEM,Stephen Daniel,41
TX,6,DCCC Targeting and Analytics Department,6/24/2020,6/28/2020,376,lv,D,2020,11/3/2020,general,FALSE,REP,Ron Wright,45
MT,1,Global Strategy Group,6/24/2020,6/28/2020,500,lv,D,2020,11/3/2020,general,FALSE,DEM,Kathleen Williams,47
MT,1,Global Strategy Group,6/24/2020,6/28/2020,500,lv,D,2020,11/3/2020,general,FALSE,REP,Matt Rosendale,47
MT,1,University of Montana (Big Sky Poll),6/17/2020,6/26/2020,517,rv,,2020,11/3/2020,general,FALSE,DEM,Kathleen Williams,36.5
